城市编码,区域年鉴.年份,城市别名,级别
433100,2006,湘西土家族苗族自治州,地级市（区）
440100,2006,广州市,副省级城市
440200,2006,韶关市,地级市（区）
440300,2006,深圳市,副省级城市
440400,2006,珠海市,地级市（区）
440500,2006,汕头市,地级市（区）
440600,2006,佛山市,地级市（区）
440700,2006,江门市,地级市（区）
440800,2006,湛江市,地级市（区）
440900,2006,茂名市,地级市（区）
441200,2006,肇庆市,地级市（区）
441300,2006,惠州市,地级市（区）
441400,2006,梅州市,地级市（区）
441500,2006,汕尾市,地级市（区）
441600,2006,河源市,地级市（区）
441700,2006,阳江市,地级市（区）
441800,2006,清远市,地级市（区）
441900,2006,东莞市,地级市（区）
442000,2006,中山市,地级市（区）
445100,2006,潮州市,地级市（区）
445200,2006,揭阳市,地级市（区）
445300,2006,云浮市,地级市（区）
450100,2006,南宁市,地级市（区）
450200,2006,柳州市,地级市（区）
450300,2006,桂林市,地级市（区）
450400,2006,梧州市,地级市（区）
450500,2006,北海市,地级市（区）
450600,2006,防城港市,地级市（区）
450700,2006,钦州市,地级市（区）
450800,2006,贵港市,地级市（区）
450900,2006,玉林市,地级市（区）
451000,2006,百色市,地级市（区）
451100,2006,贺州市,地级市（区）
451200,2006,河池市,地级市（区）
451300,2006,来宾市,地级市（区）
451400,2006,崇左市,地级市（区）
460100,2006,海口市,地级市（区）
460200,2006,三亚市,地级市（区）
510100,2006,成都市,副省级城市
510300,2006,自贡市,地级市（区）
510400,2006,攀枝花市,地级市（区）
510500,2006,泸州市,地级市（区）
510600,2006,德阳市,地级市（区）
510700,2006,绵阳市,地级市（区）
510800,2006,广元市,地级市（区）
510900,2006,遂宁市,地级市（区）
511000,2006,内江市,地级市（区）
511100,2006,乐山市,地级市（区）
511300,2006,南充市,地级市（区）
511400,2006,眉山市,地级市（区）
511500,2006,宜宾市,地级市（区）
511600,2006,广安市,地级市（区）
511700,2006,达州市,地级市（区）
511800,2006,雅安市,地级市（区）
511900,2006,巴中市,地级市（区）
512000,2006,资阳市,地级市（区）
513200,2006,阿坝藏族羌族自治州,地级市（区）
513300,2006,甘孜藏族自治州,地级市（区）
513400,2006,凉山彝族自治州,地级市（区）
520100,2006,贵阳市,地级市（区）
520200,2006,六盘水市,地级市（区）
520300,2006,遵义市,地级市（区）
520400,2006,安顺市,地级市（区）
520500,2006,毕节市,地级市（区）
520600,2006,铜仁市,地级市（区）
522300,2006,黔西南布依族苗族自治州,地级市（区）
522600,2006,黔东南苗族侗族自治州,地级市（区）
522700,2006,黔南布依族苗族自治州,地级市（区）
530100,2006,昆明市,地级市（区）
530300,2006,曲靖市,地级市（区）
530400,2006,玉溪市,地级市（区）
530500,2006,保山市,地级市（区）
530600,2006,昭通市,地级市（区）
530700,2006,丽江市,地级市（区）
530800,2006,普洱市,地级市（区）
530900,2006,临沧市,地级市（区）
532300,2006,楚雄彝族自治州,地级市（区）
532500,2006,红河哈尼族彝族自治州,地级市（区）
532600,2006,文山壮族苗族自治州,地级市（区）
532800,2006,西双版纳傣族自治州,地级市（区）
532900,2006,大理白族自治州,地级市（区）
533100,2006,德宏傣族景颇族自治州,地级市（区）
533300,2006,怒江傈僳族自治州,地级市（区）
533400,2006,迪庆藏族自治州,地级市（区）
540100,2006,拉萨市,地级市（区）
542100,2006,昌都地区,地级市（区）
542200,2006,山南地区,地级市（区）
542300,2006,日喀则地区,地级市（区）
542400,2006,那曲地区,地级市（区）
542500,2006,阿里地区,地级市（区）
542600,2006,林芝地区,地级市（区）
610100,2006,西安市,副省级城市
610200,2006,铜川市,地级市（区）
610300,2006,宝鸡市,地级市（区）
610400,2006,咸阳市,地级市（区）
610500,2006,渭南市,地级市（区）
610600,2006,延安市,地级市（区）
610700,2006,汉中市,地级市（区）
610800,2006,榆林市,地级市（区）
610900,2006,安康市,地级市（区）
611000,2006,商洛市,地级市（区）
620100,2006,兰州市,地级市（区）
620200,2006,嘉峪关市,地级市（区）
620300,2006,金昌市,地级市（区）
620400,2006,白银市,地级市（区）
620500,2006,天水市,地级市（区）
620600,2006,武威市,地级市（区）
620700,2006,张掖市,地级市（区）
620800,2006,平凉市,地级市（区）
620900,2006,酒泉市,地级市（区）
621000,2006,庆阳市,地级市（区）
621100,2006,定西市,地级市（区）
621200,2006,陇南市,地级市（区）
622900,2006,临夏回族自治州,地级市（区）
623000,2006,甘南藏族自治州,地级市（区）
630100,2006,西宁市,地级市（区）
632100,2006,海东地区,地级市（区）
632200,2006,海北藏族自治州,地级市（区）
632300,2006,黄南藏族自治州,地级市（区）
632500,2006,海南藏族自治州,地级市（区）
632600,2006,果洛藏族自治州,地级市（区）
632700,2006,玉树藏族自治州,地级市（区）
632800,2006,海西蒙古族藏族自治州,地级市（区）
640100,2006,银川市,地级市（区）
640200,2006,石嘴山市,地级市（区）
640300,2006,吴忠市,地级市（区）
640400,2006,固原市,地级市（区）
640500,2006,中卫市,地级市（区）
650100,2006,乌鲁木齐市,地级市（区）
650200,2006,克拉玛依市,地级市（区）
652100,2006,吐鲁番地区,地级市（区）
652200,2006,哈密地区,地级市（区）
652300,2006,昌吉回族自治州,地级市（区）
652700,2006,博尔塔拉蒙古自治州,地级市（区）
652800,2006,巴音郭楞蒙古自治州,地级市（区）
652900,2006,阿克苏地区,地级市（区）
653000,2006,克孜勒苏柯尔克孜自治州,地级市（区）
653100,2006,喀什地区,地级市（区）
653200,2006,和田地区,地级市（区）
654000,2006,伊犁哈萨克自治州,地级市（区）
654200,2006,塔城地区,地级市（区）
654300,2006,阿勒泰地区,地级市（区）
659001,2006,石河子市,省直辖县
659002,2006,阿拉尔市,省直辖县
659003,2006,图木舒克市,省直辖县
659004,2006,五家渠市,省直辖县
130100,2007,石家庄市,地级市（区）
130200,2007,唐山市,地级市（区）
130300,2007,秦皇岛市,地级市（区）
130400,2007,邯郸市,地级市（区）
130500,2007,邢台市,地级市（区）
130600,2007,保定市,地级市（区）
130700,2007,张家口市,地级市（区）
130800,2007,承德市,地级市（区）
130900,2007,沧州市,地级市（区）
131000,2007,廊坊市,地级市（区）
131100,2007,衡水市,地级市（区）
140100,2007,太原市,地级市（区）
140200,2007,大同市,地级市（区）
140300,2007,阳泉市,地级市（区）
140400,2007,长治市,地级市（区）
140500,2007,晋城市,地级市（区）
140600,2007,朔州市,地级市（区）
140700,2007,晋中市,地级市（区）
140800,2007,运城市,地级市（区）
140900,2007,忻州市,地级市（区）
141000,2007,临汾市,地级市（区）
141100,2007,吕梁市,地级市（区）
150100,2007,呼和浩特市,地级市（区）
150200,2007,包头市,地级市（区）
150300,2007,乌海市,地级市（区）
150400,2007,赤峰市,地级市（区）
150500,2007,通辽市,地级市（区）
150600,2007,鄂尔多斯市,地级市（区）
150700,2007,呼伦贝尔市,地级市（区）
150800,2007,巴彦淖尔市,地级市（区）
150900,2007,乌兰察布市,地级市（区）
152200,2007,兴安盟,地级市（区）
152500,2007,锡林郭勒盟,地级市（区）
152900,2007,阿拉善盟,地级市（区）
210100,2007,沈阳市,副省级城市
210200,2007,大连市,副省级城市
210300,2007,鞍山市,地级市（区）
210400,2007,抚顺市,地级市（区）
210500,2007,本溪市,地级市（区）
210600,2007,丹东市,地级市（区）
210700,2007,锦州市,地级市（区）
210800,2007,营口市,地级市（区）
210900,2007,阜新市,地级市（区）
211000,2007,辽阳市,地级市（区）
211100,2007,盘锦市,地级市（区）
211200,2007,铁岭市,地级市（区）
211300,2007,朝阳市,地级市（区）
211400,2007,葫芦岛市,地级市（区）
220100,2007,长春市,副省级城市
220200,2007,吉林市,地级市（区）
220300,2007,四平市,地级市（区）
220400,2007,辽源市,地级市（区）
220500,2007,通化市,地级市（区）
220600,2007,白山市,地级市（区）
220700,2007,松原市,地级市（区）
220800,2007,白城市,地级市（区）
222400,2007,延边朝鲜族自治州,地级市（区）
230100,2007,哈尔滨市,副省级城市
230200,2007,齐齐哈尔市,地级市（区）
230300,2007,鸡西市,地级市（区）
230400,2007,鹤岗市,地级市（区）
230500,2007,双鸭山市,地级市（区）
230600,2007,大庆市,地级市（区）
230700,2007,伊春市,地级市（区）
230800,2007,佳木斯市,地级市（区）
230900,2007,七台河市,地级市（区）
231000,2007,牡丹江市,地级市（区）
231100,2007,黑河市,地级市（区）
231200,2007,绥化市,地级市（区）
232700,2007,大兴安岭地区,地级市（区）
320100,2007,南京市,副省级城市
320200,2007,无锡市,地级市（区）
320300,2007,徐州市,地级市（区）
320400,2007,常州市,地级市（区）
320500,2007,苏州市,地级市（区）
320600,2007,南通市,地级市（区）
320700,2007,连云港市,地级市（区）
320800,2007,淮安市,地级市（区）
320900,2007,盐城市,地级市（区）
321000,2007,扬州市,地级市（区）
321100,2007,镇江市,地级市（区）
321200,2007,泰州市,地级市（区）
321300,2007,宿迁市,地级市（区）
330100,2007,杭州市,副省级城市
330200,2007,宁波市,副省级城市
330300,2007,温州市,地级市（区）
330400,2007,嘉兴市,地级市（区）
330500,2007,湖州市,地级市（区）
330600,2007,绍兴市,地级市（区）
330700,2007,金华市,地级市（区）
330800,2007,衢州市,地级市（区）
330900,2007,舟山市,地级市（区）
331000,2007,台州市,地级市（区）
331100,2007,丽水市,地级市（区）
340100,2007,合肥市,地级市（区）
340200,2007,芜湖市,地级市（区）
340300,2007,蚌埠市,地级市（区）
340400,2007,淮南市,地级市（区）
340500,2007,马鞍山市,地级市（区）
340600,2007,淮北市,地级市（区）
340700,2007,铜陵市,地级市（区）
340800,2007,安庆市,地级市（区）
341000,2007,黄山市,地级市（区）
341100,2007,滁州市,地级市（区）
341200,2007,阜阳市,地级市（区）
341300,2007,宿州市,地级市（区）
341400,2007,巢湖市,
341500,2007,六安市,地级市（区）
341600,2007,亳州市,地级市（区）
341700,2007,池州市,地级市（区）
341800,2007,宣城市,地级市（区）
350100,2007,福州市,地级市（区）
350200,2007,厦门市,副省级城市
350300,2007,莆田市,地级市（区）
350400,2007,三明市,地级市（区）
350500,2007,泉州市,地级市（区）
350600,2007,漳州市,地级市（区）
350700,2007,南平市,地级市（区）
350800,2007,龙岩市,地级市（区）
350900,2007,宁德市,地级市（区）
360100,2007,南昌市,地级市（区）
360200,2007,景德镇市,地级市（区）
360300,2007,萍乡市,地级市（区）
360400,2007,九江市,地级市（区）
360500,2007,新余市,地级市（区）
360600,2007,鹰潭市,地级市（区）
360700,2007,赣州市,地级市（区）
360800,2007,吉安市,地级市（区）
360900,2007,宜春市,地级市（区）
361000,2007,抚州市,地级市（区）
361100,2007,上饶市,地级市（区）
370100,2007,济南市,副省级城市
370200,2007,青岛市,副省级城市
370300,2007,淄博市,地级市（区）
370400,2007,枣庄市,地级市（区）
370500,2007,东营市,地级市（区）
370600,2007,烟台市,地级市（区）
370700,2007,潍坊市,地级市（区）
370800,2007,济宁市,地级市（区）
370900,2007,泰安市,地级市（区）
371000,2007,威海市,地级市（区）
371100,2007,日照市,地级市（区）
371200,2007,莱芜市,地级市（区）
371300,2007,临沂市,地级市（区）
371400,2007,德州市,地级市（区）
371500,2007,聊城市,地级市（区）
371600,2007,滨州市,地级市（区）
371700,2007,菏泽市,地级市（区）
410100,2007,郑州市,地级市（区）
410200,2007,开封市,地级市（区）
410300,2007,洛阳市,地级市（区）
410400,2007,平顶山市,地级市（区）
410500,2007,安阳市,地级市（区）
410600,2007,鹤壁市,地级市（区）
410700,2007,新乡市,地级市（区）
410800,2007,焦作市,地级市（区）
410900,2007,濮阳市,地级市（区）
411000,2007,许昌市,地级市（区）
411100,2007,漯河市,地级市（区）
411200,2007,三门峡市,地级市（区）
411300,2007,南阳市,地级市（区）
411400,2007,商丘市,地级市（区）
411500,2007,信阳市,地级市（区）
411600,2007,周口市,地级市（区）
411700,2007,驻马店市,地级市（区）
419001,2007,济源市,省直辖县
420100,2007,武汉市,副省级城市
420200,2007,黄石市,地级市（区）
420300,2007,十堰市,地级市（区）
420500,2007,宜昌市,地级市（区）
420600,2007,襄阳市,地级市（区）
420700,2007,鄂州市,地级市（区）
420800,2007,荆门市,地级市（区）
420900,2007,孝感市,地级市（区）
421000,2007,荆州市,地级市（区）
421100,2007,黄冈市,地级市（区）
421200,2007,咸宁市,地级市（区）
421300,2007,随州市,地级市（区）
422800,2007,恩施土家族苗族自治州,地级市（区）
429004,2007,仙桃市,省直辖县
429005,2007,潜江市,省直辖县
429006,2007,天门市,省直辖县
429021,2007,神农架林区,省直辖县
430100,2007,长沙市,地级市（区）
430200,2007,株洲市,地级市（区）
430300,2007,湘潭市,地级市（区）
430400,2007,衡阳市,地级市（区）
430500,2007,邵阳市,地级市（区）
430600,2007,岳阳市,地级市（区）
430700,2007,常德市,地级市（区）
430800,2007,张家界市,地级市（区）
430900,2007,益阳市,地级市（区）
431000,2007,郴州市,地级市（区）
431100,2007,永州市,地级市（区）
431200,2007,怀化市,地级市（区）
431300,2007,娄底市,地级市（区）
433100,2007,湘西土家族苗族自治州,地级市（区）
440100,2007,广州市,副省级城市
440200,2007,韶关市,地级市（区）
440300,2007,深圳市,副省级城市
440400,2007,珠海市,地级市（区）
440500,2007,汕头市,地级市（区）
440600,2007,佛山市,地级市（区）
440700,2007,江门市,地级市（区）
440800,2007,湛江市,地级市（区）
440900,2007,茂名市,地级市（区）
441200,2007,肇庆市,地级市（区）
441300,2007,惠州市,地级市（区）
441400,2007,梅州市,地级市（区）
441500,2007,汕尾市,地级市（区）
441600,2007,河源市,地级市（区）
441700,2007,阳江市,地级市（区）
441800,2007,清远市,地级市（区）
441900,2007,东莞市,地级市（区）
442000,2007,中山市,地级市（区）
445100,2007,潮州市,地级市（区）
445200,2007,揭阳市,地级市（区）
445300,2007,云浮市,地级市（区）
450100,2007,南宁市,地级市（区）
450200,2007,柳州市,地级市（区）
450300,2007,桂林市,地级市（区）
450400,2007,梧州市,地级市（区）
450500,2007,北海市,地级市（区）
450600,2007,防城港市,地级市（区）
450700,2007,钦州市,地级市（区）
450800,2007,贵港市,地级市（区）
450900,2007,玉林市,地级市（区）
451000,2007,百色市,地级市（区）
451100,2007,贺州市,地级市（区）
451200,2007,河池市,地级市（区）
451300,2007,来宾市,地级市（区）
451400,2007,崇左市,地级市（区）
460100,2007,海口市,地级市（区）
460200,2007,三亚市,地级市（区）
510100,2007,成都市,副省级城市
510300,2007,自贡市,地级市（区）
510400,2007,攀枝花市,地级市（区）
510500,2007,泸州市,地级市（区）
510600,2007,德阳市,地级市（区）
510700,2007,绵阳市,地级市（区）
510800,2007,广元市,地级市（区）
510900,2007,遂宁市,地级市（区）
511000,2007,内江市,地级市（区）
511100,2007,乐山市,地级市（区）
511300,2007,南充市,地级市（区）
511400,2007,眉山市,地级市（区）
511500,2007,宜宾市,地级市（区）
511600,2007,广安市,地级市（区）
511700,2007,达州市,地级市（区）
511800,2007,雅安市,地级市（区）
511900,2007,巴中市,地级市（区）
512000,2007,资阳市,地级市（区）
513200,2007,阿坝藏族羌族自治州,地级市（区）
513300,2007,甘孜藏族自治州,地级市（区）
513400,2007,凉山彝族自治州,地级市（区）
520100,2007,贵阳市,地级市（区）
520200,2007,六盘水市,地级市（区）
520300,2007,遵义市,地级市（区）
520400,2007,安顺市,地级市（区）
520500,2007,毕节市,地级市（区）
520600,2007,铜仁市,地级市（区）
522300,2007,黔西南布依族苗族自治州,地级市（区）
522600,2007,黔东南苗族侗族自治州,地级市（区）
522700,2007,黔南布依族苗族自治州,地级市（区）
530100,2007,昆明市,地级市（区）
530300,2007,曲靖市,地级市（区）
530400,2007,玉溪市,地级市（区）
530500,2007,保山市,地级市（区）
530600,2007,昭通市,地级市（区）
530700,2007,丽江市,地级市（区）
530800,2007,普洱市,地级市（区）
530900,2007,临沧市,地级市（区）
532300,2007,楚雄彝族自治州,地级市（区）
532500,2007,红河哈尼族彝族自治州,地级市（区）
532600,2007,文山壮族苗族自治州,地级市（区）
532800,2007,西双版纳傣族自治州,地级市（区）
532900,2007,大理白族自治州,地级市（区）
533100,2007,德宏傣族景颇族自治州,地级市（区）
533300,2007,怒江傈僳族自治州,地级市（区）
533400,2007,迪庆藏族自治州,地级市（区）
540100,2007,拉萨市,地级市（区）
542100,2007,昌都地区,地级市（区）
542200,2007,山南地区,地级市（区）
542300,2007,日喀则地区,地级市（区）
542400,2007,那曲地区,地级市（区）
542500,2007,阿里地区,地级市（区）
542600,2007,林芝地区,地级市（区）
610100,2007,西安市,副省级城市
610200,2007,铜川市,地级市（区）
610300,2007,宝鸡市,地级市（区）
610400,2007,咸阳市,地级市（区）
610500,2007,渭南市,地级市（区）
610600,2007,延安市,地级市（区）
610700,2007,汉中市,地级市（区）
610800,2007,榆林市,地级市（区）
610900,2007,安康市,地级市（区）
611000,2007,商洛市,地级市（区）
620100,2007,兰州市,地级市（区）
620200,2007,嘉峪关市,地级市（区）
620300,2007,金昌市,地级市（区）
620400,2007,白银市,地级市（区）
620500,2007,天水市,地级市（区）
620600,2007,武威市,地级市（区）
620700,2007,张掖市,地级市（区）
620800,2007,平凉市,地级市（区）
620900,2007,酒泉市,地级市（区）
621000,2007,庆阳市,地级市（区）
621100,2007,定西市,地级市（区）
621200,2007,陇南市,地级市（区）
622900,2007,临夏回族自治州,地级市（区）
623000,2007,甘南藏族自治州,地级市（区）
630100,2007,西宁市,地级市（区）
632100,2007,海东地区,地级市（区）
632200,2007,海北藏族自治州,地级市（区）
632300,2007,黄南藏族自治州,地级市（区）
632500,2007,海南藏族自治州,地级市（区）
632600,2007,果洛藏族自治州,地级市（区）
632700,2007,玉树藏族自治州,地级市（区）
632800,2007,海西蒙古族藏族自治州,地级市（区）
640100,2007,银川市,地级市（区）
640200,2007,石嘴山市,地级市（区）
640300,2007,吴忠市,地级市（区）
640400,2007,固原市,地级市（区）
640500,2007,中卫市,地级市（区）
650100,2007,乌鲁木齐市,地级市（区）
650200,2007,克拉玛依市,地级市（区）
652100,2007,吐鲁番地区,地级市（区）
652200,2007,哈密地区,地级市（区）
652300,2007,昌吉回族自治州,地级市（区）
652700,2007,博尔塔拉蒙古自治州,地级市（区）
652800,2007,巴音郭楞蒙古自治州,地级市（区）
652900,2007,阿克苏地区,地级市（区）
653000,2007,克孜勒苏柯尔克孜自治州,地级市（区）
653100,2007,喀什地区,地级市（区）
653200,2007,和田地区,地级市（区）
654000,2007,伊犁哈萨克自治州,地级市（区）
654200,2007,塔城地区,地级市（区）
654300,2007,阿勒泰地区,地级市（区）
659001,2007,石河子市,省直辖县
659002,2007,阿拉尔市,省直辖县
659003,2007,图木舒克市,省直辖县
659004,2007,五家渠市,省直辖县
130100,2008,石家庄市,地级市（区）
130200,2008,唐山市,地级市（区）
130300,2008,秦皇岛市,地级市（区）
130400,2008,邯郸市,地级市（区）
130500,2008,邢台市,地级市（区）
130600,2008,保定市,地级市（区）
130700,2008,张家口市,地级市（区）
130800,2008,承德市,地级市（区）
130900,2008,沧州市,地级市（区）
131000,2008,廊坊市,地级市（区）
131100,2008,衡水市,地级市（区）
140100,2008,太原市,地级市（区）
140200,2008,大同市,地级市（区）
140300,2008,阳泉市,地级市（区）
140400,2008,长治市,地级市（区）
140500,2008,晋城市,地级市（区）
140600,2008,朔州市,地级市（区）
140700,2008,晋中市,地级市（区）
140800,2008,运城市,地级市（区）
140900,2008,忻州市,地级市（区）
141000,2008,临汾市,地级市（区）
141100,2008,吕梁市,地级市（区）
150100,2008,呼和浩特市,地级市（区）
150200,2008,包头市,地级市（区）
150300,2008,乌海市,地级市（区）
150400,2008,赤峰市,地级市（区）
150500,2008,通辽市,地级市（区）
150600,2008,鄂尔多斯市,地级市（区）
150700,2008,呼伦贝尔市,地级市（区）
150800,2008,巴彦淖尔市,地级市（区）
150900,2008,乌兰察布市,地级市（区）
152200,2008,兴安盟,地级市（区）
152500,2008,锡林郭勒盟,地级市（区）
152900,2008,阿拉善盟,地级市（区）
210100,2008,沈阳市,副省级城市
210200,2008,大连市,副省级城市
210300,2008,鞍山市,地级市（区）
210400,2008,抚顺市,地级市（区）
210500,2008,本溪市,地级市（区）
210600,2008,丹东市,地级市（区）
210700,2008,锦州市,地级市（区）
210800,2008,营口市,地级市（区）
210900,2008,阜新市,地级市（区）
211000,2008,辽阳市,地级市（区）
211100,2008,盘锦市,地级市（区）
211200,2008,铁岭市,地级市（区）
211300,2008,朝阳市,地级市（区）
211400,2008,葫芦岛市,地级市（区）
220100,2008,长春市,副省级城市
220200,2008,吉林市,地级市（区）
220300,2008,四平市,地级市（区）
220400,2008,辽源市,地级市（区）
220500,2008,通化市,地级市（区）
220600,2008,白山市,地级市（区）
220700,2008,松原市,地级市（区）
220800,2008,白城市,地级市（区）
222400,2008,延边朝鲜族自治州,地级市（区）
230100,2008,哈尔滨市,副省级城市
230200,2008,齐齐哈尔市,地级市（区）
230300,2008,鸡西市,地级市（区）
230400,2008,鹤岗市,地级市（区）
230500,2008,双鸭山市,地级市（区）
230600,2008,大庆市,地级市（区）
230700,2008,伊春市,地级市（区）
230800,2008,佳木斯市,地级市（区）
230900,2008,七台河市,地级市（区）
231000,2008,牡丹江市,地级市（区）
231100,2008,黑河市,地级市（区）
231200,2008,绥化市,地级市（区）
232700,2008,大兴安岭地区,地级市（区）
320100,2008,南京市,副省级城市
320200,2008,无锡市,地级市（区）
320300,2008,徐州市,地级市（区）
320400,2008,常州市,地级市（区）
320500,2008,苏州市,地级市（区）
320600,2008,南通市,地级市（区）
320700,2008,连云港市,地级市（区）
320800,2008,淮安市,地级市（区）
320900,2008,盐城市,地级市（区）
321000,2008,扬州市,地级市（区）
321100,2008,镇江市,地级市（区）
321200,2008,泰州市,地级市（区）
321300,2008,宿迁市,地级市（区）
330100,2008,杭州市,副省级城市
330200,2008,宁波市,副省级城市
330300,2008,温州市,地级市（区）
330400,2008,嘉兴市,地级市（区）
330500,2008,湖州市,地级市（区）
330600,2008,绍兴市,地级市（区）
330700,2008,金华市,地级市（区）
330800,2008,衢州市,地级市（区）
330900,2008,舟山市,地级市（区）
331000,2008,台州市,地级市（区）
331100,2008,丽水市,地级市（区）
340100,2008,合肥市,地级市（区）
340200,2008,芜湖市,地级市（区）
340300,2008,蚌埠市,地级市（区）
340400,2008,淮南市,地级市（区）
340500,2008,马鞍山市,地级市（区）
340600,2008,淮北市,地级市（区）
340700,2008,铜陵市,地级市（区）
340800,2008,安庆市,地级市（区）
341000,2008,黄山市,地级市（区）
341100,2008,滁州市,地级市（区）
341200,2008,阜阳市,地级市（区）
341300,2008,宿州市,地级市（区）
341400,2008,巢湖市,
341500,2008,六安市,地级市（区）
341600,2008,亳州市,地级市（区）
341700,2008,池州市,地级市（区）
341800,2008,宣城市,地级市（区）
350100,2008,福州市,地级市（区）
350200,2008,厦门市,副省级城市
350300,2008,莆田市,地级市（区）
350400,2008,三明市,地级市（区）
350500,2008,泉州市,地级市（区）
350600,2008,漳州市,地级市（区）
350700,2008,南平市,地级市（区）
350800,2008,龙岩市,地级市（区）
350900,2008,宁德市,地级市（区）
360100,2008,南昌市,地级市（区）
360200,2008,景德镇市,地级市（区）
360300,2008,萍乡市,地级市（区）
360400,2008,九江市,地级市（区）
360500,2008,新余市,地级市（区）
360600,2008,鹰潭市,地级市（区）
360700,2008,赣州市,地级市（区）
360800,2008,吉安市,地级市（区）
360900,2008,宜春市,地级市（区）
361000,2008,抚州市,地级市（区）
361100,2008,上饶市,地级市（区）
370100,2008,济南市,副省级城市
370200,2008,青岛市,副省级城市
370300,2008,淄博市,地级市（区）
370400,2008,枣庄市,地级市（区）
370500,2008,东营市,地级市（区）
370600,2008,烟台市,地级市（区）
370700,2008,潍坊市,地级市（区）
370800,2008,济宁市,地级市（区）
370900,2008,泰安市,地级市（区）
371000,2008,威海市,地级市（区）
371100,2008,日照市,地级市（区）
371200,2008,莱芜市,地级市（区）
371300,2008,临沂市,地级市（区）
371400,2008,德州市,地级市（区）
371500,2008,聊城市,地级市（区）
371600,2008,滨州市,地级市（区）
371700,2008,菏泽市,地级市（区）
410100,2008,郑州市,地级市（区）
410200,2008,开封市,地级市（区）
410300,2008,洛阳市,地级市（区）
410400,2008,平顶山市,地级市（区）
410500,2008,安阳市,地级市（区）
410600,2008,鹤壁市,地级市（区）
410700,2008,新乡市,地级市（区）
410800,2008,焦作市,地级市（区）
410900,2008,濮阳市,地级市（区）
411000,2008,许昌市,地级市（区）
411100,2008,漯河市,地级市（区）
411200,2008,三门峡市,地级市（区）
411300,2008,南阳市,地级市（区）
411400,2008,商丘市,地级市（区）
411500,2008,信阳市,地级市（区）
411600,2008,周口市,地级市（区）
411700,2008,驻马店市,地级市（区）
419001,2008,济源市,省直辖县
420100,2008,武汉市,副省级城市
420200,2008,黄石市,地级市（区）
420300,2008,十堰市,地级市（区）
420500,2008,宜昌市,地级市（区）
420600,2008,襄阳市,地级市（区）
420700,2008,鄂州市,地级市（区）
420800,2008,荆门市,地级市（区）
420900,2008,孝感市,地级市（区）
421000,2008,荆州市,地级市（区）
421100,2008,黄冈市,地级市（区）
421200,2008,咸宁市,地级市（区）
421300,2008,随州市,地级市（区）
422800,2008,恩施土家族苗族自治州,地级市（区）
429004,2008,仙桃市,省直辖县
429005,2008,潜江市,省直辖县
429006,2008,天门市,省直辖县
429021,2008,神农架林区,省直辖县
430100,2008,长沙市,地级市（区）
430200,2008,株洲市,地级市（区）
430300,2008,湘潭市,地级市（区）
430400,2008,衡阳市,地级市（区）
430500,2008,邵阳市,地级市（区）
430600,2008,岳阳市,地级市（区）
430700,2008,常德市,地级市（区）
430800,2008,张家界市,地级市（区）
430900,2008,益阳市,地级市（区）
431000,2008,郴州市,地级市（区）
431100,2008,永州市,地级市（区）
431200,2008,怀化市,地级市（区）
431300,2008,娄底市,地级市（区）
433100,2008,湘西土家族苗族自治州,地级市（区）
440100,2008,广州市,副省级城市
440200,2008,韶关市,地级市（区）
440300,2008,深圳市,副省级城市
440400,2008,珠海市,地级市（区）
440500,2008,汕头市,地级市（区）
440600,2008,佛山市,地级市（区）
440700,2008,江门市,地级市（区）
440800,2008,湛江市,地级市（区）
440900,2008,茂名市,地级市（区）
441200,2008,肇庆市,地级市（区）
441300,2008,惠州市,地级市（区）
441400,2008,梅州市,地级市（区）
441500,2008,汕尾市,地级市（区）
441600,2008,河源市,地级市（区）
441700,2008,阳江市,地级市（区）
441800,2008,清远市,地级市（区）
441900,2008,东莞市,地级市（区）
442000,2008,中山市,地级市（区）
445100,2008,潮州市,地级市（区）
445200,2008,揭阳市,地级市（区）
445300,2008,云浮市,地级市（区）
450100,2008,南宁市,地级市（区）
450200,2008,柳州市,地级市（区）
450300,2008,桂林市,地级市（区）
450400,2008,梧州市,地级市（区）
450500,2008,北海市,地级市（区）
450600,2008,防城港市,地级市（区）
450700,2008,钦州市,地级市（区）
450800,2008,贵港市,地级市（区）
450900,2008,玉林市,地级市（区）
451000,2008,百色市,地级市（区）
451100,2008,贺州市,地级市（区）
451200,2008,河池市,地级市（区）
451300,2008,来宾市,地级市（区）
451400,2008,崇左市,地级市（区）
460100,2008,海口市,地级市（区）
460200,2008,三亚市,地级市（区）
510100,2008,成都市,副省级城市
510300,2008,自贡市,地级市（区）
510400,2008,攀枝花市,地级市（区）
510500,2008,泸州市,地级市（区）
510600,2008,德阳市,地级市（区）
510700,2008,绵阳市,地级市（区）
510800,2008,广元市,地级市（区）
510900,2008,遂宁市,地级市（区）
511000,2008,内江市,地级市（区）
511100,2008,乐山市,地级市（区）
511300,2008,南充市,地级市（区）
511400,2008,眉山市,地级市（区）
511500,2008,宜宾市,地级市（区）
511600,2008,广安市,地级市（区）
511700,2008,达州市,地级市（区）
511800,2008,雅安市,地级市（区）
511900,2008,巴中市,地级市（区）
512000,2008,资阳市,地级市（区）
513200,2008,阿坝藏族羌族自治州,地级市（区）
513300,2008,甘孜藏族自治州,地级市（区）
513400,2008,凉山彝族自治州,地级市（区）
520100,2008,贵阳市,地级市（区）
